parents,has_nurs,form,children,housing,finance,social,health,Class
pretentious,less_proper,completed,A,convenient,inconv,nonprob,recommended,very_recom
pretentious,less_proper,completed,A,convenient,inconv,nonprob,priority,priority
pretentious,less_proper,completed,A,convenient,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,A,convenient,inconv,slightly_prob,recommended,very_recom
pretentious,less_proper,completed,A,convenient,inconv,slightly_prob,priority,priority
pretentious,less_proper,completed,A,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,A,convenient,inconv,problematic,recommended,priority
pretentious,less_proper,completed,A,convenient,inconv,problematic,priority,priority
pretentious,less_proper,completed,A,convenient,inconv,problematic,not_recom,not_recom
pretentious,less_proper,completed,A,less_conv,convenient,nonprob,recommended,very_recom
pretentious,less_proper,completed,A,less_conv,convenient,nonprob,priority,priority
pretentious,less_proper,completed,A,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,completed,A,less_conv,convenient,slightly_prob,recommended,very_recom
pretentious,less_proper,completed,A,less_conv,convenient,slightly_prob,priority,priority
pretentious,less_proper,completed,A,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,A,less_conv,convenient,problematic,recommended,priority
pretentious,less_proper,completed,A,less_conv,convenient,problematic,priority,priority
pretentious,less_proper,completed,A,less_conv,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,A,less_conv,inconv,nonprob,recommended,very_recom
pretentious,less_proper,completed,A,less_conv,inconv,nonprob,priority,priority
pretentious,less_proper,completed,A,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,A,less_conv,inconv,slightly_prob,recommended,very_recom
pretentious,less_proper,completed,A,less_conv,inconv,slightly_prob,priority,priority
pretentious,less_proper,completed,A,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,A,less_conv,inconv,problematic,recommended,priority
pretentious,less_proper,completed,A,less_conv,inconv,problematic,priority,priority
pretentious,less_proper,completed,A,less_conv,inconv,problematic,not_recom,not_recom
pretentious,less_proper,completed,A,critical,convenient,nonprob,recommended,priority
pretentious,less_proper,completed,A,critical,convenient,nonprob,priority,priority
pretentious,less_proper,completed,A,critical,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,completed,A,critical,convenient,slightly_prob,recommended,priority
pretentious,less_proper,completed,A,critical,convenient,slightly_prob,priority,priority
pretentious,less_proper,completed,A,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,A,critical,convenient,problematic,recommended,priority
pretentious,less_proper,completed,A,critical,convenient,problematic,priority,priority
pretentious,less_proper,completed,A,critical,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,A,critical,inconv,nonprob,recommended,priority
pretentious,less_proper,completed,A,critical,inconv,nonprob,priority,priority
pretentious,less_proper,completed,A,critical,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,A,critical,inconv,slightly_prob,recommended,priority
pretentious,less_proper,completed,A,critical,inconv,slightly_prob,priority,priority
pretentious,less_proper,completed,A,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,A,critical,inconv,problematic,recommended,priority
pretentious,less_proper,completed,A,critical,inconv,problematic,priority,priority
pretentious,less_proper,completed,A,critical,inconv,problematic,not_recom,not_recom
pretentious,less_proper,completed,B,convenient,convenient,nonprob,recommended,very_recom
pretentious,less_proper,completed,B,convenient,convenient,nonprob,priority,priority
pretentious,less_proper,completed,B,convenient,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,completed,B,convenient,convenient,slightly_prob,recommended,very_recom
pretentious,less_proper,completed,B,convenient,convenient,slightly_prob,priority,priority
pretentious,less_proper,completed,B,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,B,convenient,convenient,problematic,recommended,priority
pretentious,less_proper,completed,B,convenient,convenient,problematic,priority,priority
pretentious,less_proper,completed,B,convenient,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,B,convenient,inconv,nonprob,recommended,very_recom
pretentious,less_proper,completed,B,convenient,inconv,nonprob,priority,priority
pretentious,less_proper,completed,B,convenient,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,B,convenient,inconv,slightly_prob,recommended,very_recom
pretentious,less_proper,completed,B,convenient,inconv,slightly_prob,priority,priority
pretentious,less_proper,completed,B,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,B,convenient,inconv,problematic,recommended,priority
pretentious,less_proper,completed,B,convenient,inconv,problematic,priority,priority
pretentious,less_proper,completed,B,convenient,inconv,problematic,not_recom,not_recom
pretentious,less_proper,completed,B,less_conv,convenient,nonprob,recommended,very_recom
pretentious,less_proper,completed,B,less_conv,convenient,nonprob,priority,priority
pretentious,less_proper,completed,B,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,completed,B,less_conv,convenient,slightly_prob,recommended,very_recom
pretentious,less_proper,completed,B,less_conv,convenient,slightly_prob,priority,priority
pretentious,less_proper,completed,B,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,B,less_conv,convenient,problematic,recommended,priority
pretentious,less_proper,completed,B,less_conv,convenient,problematic,priority,priority
pretentious,less_proper,completed,B,less_conv,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,B,less_conv,inconv,nonprob,recommended,very_recom
pretentious,less_proper,completed,B,less_conv,inconv,nonprob,priority,priority
pretentious,less_proper,completed,B,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,B,less_conv,inconv,slightly_prob,recommended,very_recom
pretentious,less_proper,completed,B,less_conv,inconv,slightly_prob,priority,priority
pretentious,less_proper,completed,B,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,B,less_conv,inconv,problematic,recommended,priority
pretentious,less_proper,completed,B,less_conv,inconv,problematic,priority,priority
pretentious,less_proper,completed,B,less_conv,inconv,problematic,not_recom,not_recom
pretentious,less_proper,completed,B,critical,convenient,nonprob,recommended,priority
pretentious,less_proper,completed,B,critical,convenient,nonprob,priority,priority
pretentious,less_proper,completed,B,critical,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,completed,B,critical,convenient,slightly_prob,recommended,priority
pretentious,less_proper,completed,B,critical,convenient,slightly_prob,priority,priority
pretentious,less_proper,completed,B,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,B,critical,convenient,problematic,recommended,priority
pretentious,less_proper,completed,B,critical,convenient,problematic,priority,priority
pretentious,less_proper,completed,B,critical,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,B,critical,inconv,nonprob,recommended,priority
pretentious,less_proper,completed,B,critical,inconv,nonprob,priority,priority
pretentious,less_proper,completed,B,critical,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,B,critical,inconv,slightly_prob,recommended,priority
pretentious,less_proper,completed,B,critical,inconv,slightly_prob,priority,priority
pretentious,less_proper,completed,B,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,B,critical,inconv,problematic,recommended,priority
pretentious,less_proper,completed,B,critical,inconv,problematic,priority,priority
pretentious,less_proper,completed,B,critical,inconv,problematic,not_recom,not_recom
pretentious,less_proper,completed,C,convenient,convenient,nonprob,recommended,very_recom
pretentious,less_proper,completed,C,convenient,convenient,nonprob,priority,priority
pretentious,less_proper,completed,C,convenient,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,completed,C,convenient,convenient,slightly_prob,recommended,very_recom
pretentious,less_proper,completed,C,convenient,convenient,slightly_prob,priority,priority
pretentious,less_proper,completed,C,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,C,convenient,convenient,problematic,recommended,priority
pretentious,less_proper,completed,C,convenient,convenient,problematic,priority,priority
pretentious,less_proper,completed,C,convenient,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,C,convenient,inconv,nonprob,recommended,priority
pretentious,less_proper,completed,C,convenient,inconv,nonprob,priority,priority
pretentious,less_proper,completed,C,convenient,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,C,convenient,inconv,slightly_prob,recommended,priority
pretentious,less_proper,completed,C,convenient,inconv,slightly_prob,priority,priority
pretentious,less_proper,completed,C,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,C,convenient,inconv,problematic,recommended,priority
pretentious,less_proper,completed,C,convenient,inconv,problematic,priority,priority
pretentious,less_proper,completed,C,convenient,inconv,problematic,not_recom,not_recom
pretentious,less_proper,completed,C,less_conv,convenient,nonprob,recommended,priority
pretentious,less_proper,completed,C,less_conv,convenient,nonprob,priority,priority
pretentious,less_proper,completed,C,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,completed,C,less_conv,convenient,slightly_prob,recommended,priority
pretentious,less_proper,completed,C,less_conv,convenient,slightly_prob,priority,priority
pretentious,less_proper,completed,C,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,C,less_conv,convenient,problematic,recommended,priority
pretentious,less_proper,completed,C,less_conv,convenient,problematic,priority,priority
pretentious,less_proper,completed,C,less_conv,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,C,less_conv,inconv,nonprob,recommended,priority
pretentious,less_proper,completed,C,less_conv,inconv,nonprob,priority,priority
pretentious,less_proper,completed,C,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,C,less_conv,inconv,slightly_prob,recommended,priority
pretentious,less_proper,completed,C,less_conv,inconv,slightly_prob,priority,priority
pretentious,less_proper,completed,C,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,C,less_conv,inconv,problematic,recommended,priority
pretentious,less_proper,completed,C,less_conv,inconv,problematic,priority,priority
pretentious,less_proper,completed,C,less_conv,inconv,problematic,not_recom,not_recom
pretentious,less_proper,completed,C,critical,convenient,nonprob,recommended,priority
pretentious,less_proper,completed,C,critical,convenient,nonprob,priority,priority
pretentious,less_proper,completed,C,critical,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,completed,C,critical,convenient,slightly_prob,recommended,priority
pretentious,less_proper,completed,C,critical,convenient,slightly_prob,priority,priority
pretentious,less_proper,completed,C,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,C,critical,convenient,problematic,recommended,priority
pretentious,less_proper,completed,C,critical,convenient,problematic,priority,priority
pretentious,less_proper,completed,C,critical,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,C,critical,inconv,nonprob,recommended,priority
pretentious,less_proper,completed,C,critical,inconv,nonprob,priority,priority
pretentious,less_proper,completed,C,critical,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,C,critical,inconv,slightly_prob,recommended,priority
pretentious,less_proper,completed,C,critical,inconv,slightly_prob,priority,priority
pretentious,less_proper,completed,C,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,C,critical,inconv,problematic,recommended,priority
pretentious,less_proper,completed,C,critical,inconv,problematic,priority,priority
pretentious,less_proper,completed,C,critical,inconv,problematic,not_recom,not_recom
pretentious,less_proper,completed,D,convenient,convenient,nonprob,recommended,very_recom
pretentious,less_proper,completed,D,convenient,convenient,nonprob,priority,priority
pretentious,less_proper,completed,D,convenient,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,completed,D,convenient,convenient,slightly_prob,recommended,very_recom
pretentious,less_proper,completed,D,convenient,convenient,slightly_prob,priority,priority
pretentious,less_proper,completed,D,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,D,convenient,convenient,problematic,recommended,priority
pretentious,less_proper,completed,D,convenient,convenient,problematic,priority,priority
pretentious,less_proper,completed,D,convenient,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,D,convenient,inconv,nonprob,recommended,priority
pretentious,less_proper,completed,D,convenient,inconv,nonprob,priority,priority
pretentious,less_proper,completed,D,convenient,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,D,convenient,inconv,slightly_prob,recommended,priority
pretentious,less_proper,completed,D,convenient,inconv,slightly_prob,priority,priority
pretentious,less_proper,completed,D,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,D,convenient,inconv,problematic,recommended,priority
pretentious,less_proper,completed,D,convenient,inconv,problematic,priority,priority
pretentious,less_proper,completed,D,convenient,inconv,problematic,not_recom,not_recom
pretentious,less_proper,completed,D,less_conv,convenient,nonprob,recommended,priority
pretentious,less_proper,completed,D,less_conv,convenient,nonprob,priority,priority
pretentious,less_proper,completed,D,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,completed,D,less_conv,convenient,slightly_prob,recommended,priority
pretentious,less_proper,completed,D,less_conv,convenient,slightly_prob,priority,priority
pretentious,less_proper,completed,D,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,D,less_conv,convenient,problematic,recommended,priority
pretentious,less_proper,completed,D,less_conv,convenient,problematic,priority,priority
pretentious,less_proper,completed,D,less_conv,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,D,less_conv,inconv,nonprob,recommended,priority
pretentious,less_proper,completed,D,less_conv,inconv,nonprob,priority,priority
pretentious,less_proper,completed,D,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,D,less_conv,inconv,slightly_prob,recommended,priority
pretentious,less_proper,completed,D,less_conv,inconv,slightly_prob,priority,priority
pretentious,less_proper,completed,D,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,D,less_conv,inconv,problematic,recommended,priority
pretentious,less_proper,completed,D,less_conv,inconv,problematic,priority,priority
pretentious,less_proper,completed,D,less_conv,inconv,problematic,not_recom,not_recom
pretentious,less_proper,completed,D,critical,convenient,nonprob,recommended,priority
pretentious,less_proper,completed,D,critical,convenient,nonprob,priority,priority
pretentious,less_proper,completed,D,critical,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,completed,D,critical,convenient,slightly_prob,recommended,priority
pretentious,less_proper,completed,D,critical,convenient,slightly_prob,priority,priority
pretentious,less_proper,completed,D,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,D,critical,convenient,problematic,recommended,priority
pretentious,less_proper,completed,D,critical,convenient,problematic,priority,priority
pretentious,less_proper,completed,D,critical,convenient,problematic,not_recom,not_recom
pretentious,less_proper,completed,D,critical,inconv,nonprob,recommended,priority
pretentious,less_proper,completed,D,critical,inconv,nonprob,priority,priority
pretentious,less_proper,completed,D,critical,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,completed,D,critical,inconv,slightly_prob,recommended,priority
pretentious,less_proper,completed,D,critical,inconv,slightly_prob,priority,priority
pretentious,less_proper,completed,D,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,D,critical,inconv,problematic,recommended,priority
pretentious,less_proper,completed,D,critical,inconv,problematic,priority,priority
pretentious,less_proper,completed,D,critical,inconv,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,A,convenient,convenient,nonprob,recommended,very_recom
pretentious,less_proper,incomplete,A,convenient,convenient,nonprob,priority,priority
pretentious,less_proper,incomplete,A,convenient,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,A,convenient,convenient,slightly_prob,recommended,very_recom
pretentious,less_proper,incomplete,A,convenient,convenient,slightly_prob,priority,priority
pretentious,less_proper,incomplete,A,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,A,convenient,convenient,problematic,recommended,priority
pretentious,less_proper,incomplete,A,convenient,convenient,problematic,priority,priority
pretentious,less_proper,incomplete,A,convenient,convenient,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,A,convenient,inconv,nonprob,recommended,very_recom
pretentious,less_proper,incomplete,A,convenient,inconv,nonprob,priority,priority
pretentious,less_proper,incomplete,A,convenient,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,A,convenient,inconv,slightly_prob,recommended,very_recom
pretentious,less_proper,incomplete,A,convenient,inconv,slightly_prob,priority,priority
pretentious,less_proper,incomplete,A,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,A,convenient,inconv,problematic,recommended,priority
pretentious,less_proper,incomplete,A,convenient,inconv,problematic,priority,priority
pretentious,less_proper,incomplete,A,convenient,inconv,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,A,less_conv,convenient,nonprob,recommended,very_recom
pretentious,less_proper,incomplete,A,less_conv,convenient,nonprob,priority,priority
pretentious,less_proper,incomplete,A,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,A,less_conv,convenient,slightly_prob,recommended,very_recom
pretentious,less_proper,incomplete,A,less_conv,convenient,slightly_prob,priority,priority
pretentious,less_proper,incomplete,A,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,A,less_conv,convenient,problematic,recommended,priority
pretentious,less_proper,incomplete,A,less_conv,convenient,problematic,priority,priority
pretentious,less_proper,incomplete,A,less_conv,convenient,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,A,less_conv,inconv,nonprob,recommended,very_recom
pretentious,less_proper,incomplete,A,less_conv,inconv,nonprob,priority,priority
pretentious,less_proper,incomplete,A,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,A,less_conv,inconv,slightly_prob,recommended,very_recom
pretentious,less_proper,incomplete,A,less_conv,inconv,slightly_prob,priority,priority
pretentious,less_proper,incomplete,A,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,A,less_conv,inconv,problematic,recommended,priority
pretentious,less_proper,incomplete,A,less_conv,inconv,problematic,priority,priority
pretentious,less_proper,incomplete,A,less_conv,inconv,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,A,critical,convenient,nonprob,recommended,priority
pretentious,less_proper,incomplete,A,critical,convenient,nonprob,priority,priority
pretentious,less_proper,incomplete,A,critical,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,A,critical,convenient,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,A,critical,convenient,slightly_prob,priority,priority
pretentious,less_proper,incomplete,A,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,A,critical,convenient,problematic,recommended,priority
pretentious,less_proper,incomplete,A,critical,convenient,problematic,priority,priority
pretentious,less_proper,incomplete,A,critical,convenient,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,A,critical,inconv,nonprob,recommended,priority
pretentious,less_proper,incomplete,A,critical,inconv,nonprob,priority,priority
pretentious,less_proper,incomplete,A,critical,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,A,critical,inconv,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,A,critical,inconv,slightly_prob,priority,priority
pretentious,less_proper,incomplete,A,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,A,critical,inconv,problematic,recommended,priority
pretentious,less_proper,incomplete,A,critical,inconv,problematic,priority,priority
pretentious,less_proper,incomplete,A,critical,inconv,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,B,convenient,convenient,nonprob,recommended,very_recom
pretentious,less_proper,incomplete,B,convenient,convenient,nonprob,priority,priority
pretentious,less_proper,incomplete,B,convenient,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,B,convenient,convenient,slightly_prob,recommended,very_recom
pretentious,less_proper,incomplete,B,convenient,convenient,slightly_prob,priority,priority
pretentious,less_proper,incomplete,B,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,B,convenient,convenient,problematic,recommended,priority
pretentious,less_proper,incomplete,B,convenient,convenient,problematic,priority,priority
pretentious,less_proper,incomplete,B,convenient,convenient,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,B,convenient,inconv,nonprob,recommended,priority
pretentious,less_proper,incomplete,B,convenient,inconv,nonprob,priority,priority
pretentious,less_proper,incomplete,B,convenient,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,B,convenient,inconv,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,B,convenient,inconv,slightly_prob,priority,priority
pretentious,less_proper,incomplete,B,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,B,convenient,inconv,problematic,recommended,priority
pretentious,less_proper,incomplete,B,convenient,inconv,problematic,priority,priority
pretentious,less_proper,incomplete,B,convenient,inconv,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,B,less_conv,convenient,nonprob,recommended,priority
pretentious,less_proper,incomplete,B,less_conv,convenient,nonprob,priority,priority
pretentious,less_proper,incomplete,B,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,B,less_conv,convenient,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,B,less_conv,convenient,slightly_prob,priority,priority
pretentious,less_proper,incomplete,B,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,B,less_conv,convenient,problematic,recommended,priority
pretentious,less_proper,incomplete,B,less_conv,convenient,problematic,priority,priority
pretentious,less_proper,incomplete,B,less_conv,convenient,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,B,less_conv,inconv,nonprob,recommended,priority
pretentious,less_proper,incomplete,B,less_conv,inconv,nonprob,priority,priority
pretentious,less_proper,incomplete,B,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,B,less_conv,inconv,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,B,less_conv,inconv,slightly_prob,priority,priority
pretentious,less_proper,incomplete,B,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,B,less_conv,inconv,problematic,recommended,priority
pretentious,less_proper,incomplete,B,less_conv,inconv,problematic,priority,priority
pretentious,less_proper,incomplete,B,less_conv,inconv,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,B,critical,convenient,nonprob,recommended,priority
pretentious,less_proper,incomplete,B,critical,convenient,nonprob,priority,priority
pretentious,less_proper,incomplete,B,critical,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,B,critical,convenient,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,B,critical,convenient,slightly_prob,priority,priority
pretentious,less_proper,incomplete,B,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,B,critical,convenient,problematic,recommended,priority
pretentious,less_proper,incomplete,B,critical,convenient,problematic,priority,priority
pretentious,less_proper,incomplete,B,critical,convenient,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,B,critical,inconv,nonprob,recommended,priority
pretentious,less_proper,incomplete,B,critical,inconv,nonprob,priority,priority
pretentious,less_proper,incomplete,B,critical,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,B,critical,inconv,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,B,critical,inconv,slightly_prob,priority,priority
pretentious,less_proper,incomplete,B,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,B,critical,inconv,problematic,recommended,priority
pretentious,less_proper,incomplete,B,critical,inconv,problematic,priority,priority
pretentious,less_proper,incomplete,B,critical,inconv,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,C,convenient,convenient,nonprob,recommended,very_recom
pretentious,less_proper,incomplete,C,convenient,convenient,nonprob,priority,priority
pretentious,less_proper,incomplete,C,convenient,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,C,convenient,convenient,slightly_prob,recommended,very_recom
pretentious,less_proper,incomplete,C,convenient,convenient,slightly_prob,priority,priority
pretentious,less_proper,incomplete,C,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,C,convenient,convenient,problematic,recommended,priority
pretentious,less_proper,incomplete,C,convenient,convenient,problematic,priority,priority
pretentious,less_proper,incomplete,C,convenient,convenient,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,C,convenient,inconv,nonprob,recommended,priority
pretentious,less_proper,incomplete,C,convenient,inconv,nonprob,priority,priority
pretentious,less_proper,incomplete,C,convenient,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,C,convenient,inconv,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,C,convenient,inconv,slightly_prob,priority,priority
pretentious,less_proper,incomplete,C,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,C,convenient,inconv,problematic,recommended,priority
pretentious,less_proper,incomplete,C,convenient,inconv,problematic,priority,priority
pretentious,less_proper,incomplete,C,convenient,inconv,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,C,less_conv,convenient,nonprob,recommended,priority
pretentious,less_proper,incomplete,C,less_conv,convenient,nonprob,priority,priority
pretentious,less_proper,incomplete,C,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,C,less_conv,convenient,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,C,less_conv,convenient,slightly_prob,priority,priority
pretentious,less_proper,incomplete,C,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,C,less_conv,convenient,problematic,recommended,priority
pretentious,less_proper,incomplete,C,less_conv,convenient,problematic,priority,priority
pretentious,less_proper,incomplete,C,less_conv,convenient,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,C,less_conv,inconv,nonprob,recommended,priority
pretentious,less_proper,incomplete,C,less_conv,inconv,nonprob,priority,priority
pretentious,less_proper,incomplete,C,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,C,less_conv,inconv,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,C,less_conv,inconv,slightly_prob,priority,priority
pretentious,less_proper,incomplete,C,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,C,less_conv,inconv,problematic,recommended,priority
pretentious,less_proper,incomplete,C,less_conv,inconv,problematic,priority,priority
pretentious,less_proper,incomplete,C,less_conv,inconv,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,C,critical,convenient,nonprob,recommended,priority
pretentious,less_proper,incomplete,C,critical,convenient,nonprob,priority,priority
pretentious,less_proper,incomplete,C,critical,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,C,critical,convenient,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,C,critical,convenient,slightly_prob,priority,priority
pretentious,less_proper,incomplete,C,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,C,critical,convenient,problematic,recommended,priority
pretentious,less_proper,incomplete,C,critical,convenient,problematic,priority,priority
pretentious,less_proper,incomplete,C,critical,convenient,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,C,critical,inconv,nonprob,recommended,priority
pretentious,less_proper,incomplete,C,critical,inconv,nonprob,priority,priority
pretentious,less_proper,incomplete,C,critical,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,C,critical,inconv,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,C,critical,inconv,slightly_prob,priority,priority
pretentious,less_proper,incomplete,C,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,C,critical,inconv,problematic,recommended,priority
pretentious,less_proper,incomplete,C,critical,inconv,problematic,priority,priority
pretentious,less_proper,incomplete,C,critical,inconv,problematic,not_recom,not_recom
pretentious,less_proper,incomplete,D,convenient,convenient,nonprob,recommended,very_recom
pretentious,less_proper,incomplete,D,convenient,convenient,nonprob,priority,priority
pretentious,less_proper,incomplete,D,convenient,convenient,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,D,convenient,convenient,slightly_prob,recommended,very_recom
pretentious,less_proper,incomplete,D,convenient,convenient,slightly_prob,priority,priority
pretentious,less_proper,incomplete,D,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,incomplete,D,convenient,convenient,problematic,recommended,priority
