buying,maint,doors,persons,lug_boot,safety,Class
low,med,D,C,small,low,unacc
low,med,D,C,small,med,acc
low,med,D,C,small,high,good
low,med,D,C,med,low,unacc
low,med,D,C,med,med,good
low,med,D,C,med,high,vgood
low,med,D,C,big,low,unacc
low,med,D,C,big,med,good
low,med,D,C,big,high,vgood
low,low,A,A,small,low,unacc
low,low,A,A,small,med,unacc
low,low,A,A,small,high,unacc
low,low,A,A,med,low,unacc
low,low,A,A,med,med,unacc
low,low,A,A,med,high,unacc
low,low,A,A,big,low,unacc
low,low,A,A,big,med,unacc
low,low,A,A,big,high,unacc
low,low,A,B,small,low,unacc
low,low,A,B,small,med,acc
low,low,A,B,small,high,good
low,low,A,B,med,low,unacc
low,low,A,B,med,med,acc
low,low,A,B,med,high,good
low,low,A,B,big,low,unacc
low,low,A,B,big,med,good
low,low,A,B,big,high,vgood
low,low,A,C,small,low,unacc
low,low,A,C,small,med,unacc
low,low,A,C,small,high,unacc
low,low,A,C,med,low,unacc
low,low,A,C,med,med,acc
low,low,A,C,med,high,good
low,low,A,C,big,low,unacc
low,low,A,C,big,med,good
low,low,A,C,big,high,vgood
low,low,B,A,small,low,unacc
low,low,B,A,small,med,unacc
low,low,B,A,small,high,unacc
low,low,B,A,med,low,unacc
low,low,B,A,med,med,unacc
low,low,B,A,med,high,unacc
low,low,B,A,big,low,unacc
low,low,B,A,big,med,unacc
low,low,B,A,big,high,unacc
low,low,B,B,small,low,unacc
low,low,B,B,small,med,acc
low,low,B,B,small,high,good
low,low,B,B,med,low,unacc
low,low,B,B,med,med,acc
low,low,B,B,med,high,good
low,low,B,B,big,low,unacc
low,low,B,B,big,med,good
low,low,B,B,big,high,vgood
low,low,B,C,small,low,unacc
low,low,B,C,small,med,acc
low,low,B,C,small,high,good
low,low,B,C,med,low,unacc
low,low,B,C,med,med,good
low,low,B,C,med,high,vgood
low,low,B,C,big,low,unacc
low,low,B,C,big,med,good
low,low,B,C,big,high,vgood
low,low,C,A,small,low,unacc
low,low,C,A,small,med,unacc
low,low,C,A,small,high,unacc
low,low,C,A,med,low,unacc
low,low,C,A,med,med,unacc
low,low,C,A,med,high,unacc
low,low,C,A,big,low,unacc
low,low,C,A,big,med,unacc
low,low,C,A,big,high,unacc
low,low,C,B,small,low,unacc
low,low,C,B,small,med,acc
low,low,C,B,small,high,good
low,low,C,B,med,low,unacc
low,low,C,B,med,med,good
low,low,C,B,med,high,vgood
low,low,C,B,big,low,unacc
low,low,C,B,big,med,good
low,low,C,B,big,high,vgood
low,low,C,C,small,low,unacc
low,low,C,C,small,med,acc
low,low,C,C,small,high,good
low,low,C,C,med,low,unacc
low,low,C,C,med,med,good
low,low,C,C,med,high,vgood
low,low,C,C,big,low,unacc
low,low,C,C,big,med,good
low,low,C,C,big,high,vgood
low,low,D,A,small,low,unacc
low,low,D,A,small,med,unacc
low,low,D,A,small,high,unacc
low,low,D,A,med,low,unacc
low,low,D,A,med,med,unacc
low,low,D,A,med,high,unacc
low,low,D,A,big,low,unacc
low,low,D,A,big,med,unacc
low,low,D,A,big,high,unacc
low,low,D,B,small,low,unacc
low,low,D,B,small,med,acc
low,low,D,B,small,high,good
low,low,D,B,med,low,unacc
low,low,D,B,med,med,good
low,low,D,B,med,high,vgood
low,low,D,B,big,low,unacc
low,low,D,B,big,med,good
low,low,D,B,big,high,vgood
low,low,D,C,small,low,unacc
low,low,D,C,small,med,acc
low,low,D,C,small,high,good
low,low,D,C,med,low,unacc
low,low,D,C,med,med,good
low,low,D,C,med,high,vgood
low,low,D,C,big,low,unacc
low,low,D,C,big,med,good
low,low,D,C,big,high,vgood
